recordings with the correct label but longer than 1 are:                                                                   sequence_num labels  length_s
                 C1-2_file_1_411_(2013_06_11-05_44_23)_BSWMUW29297 - Copy - Copy_C2_134           C2  0.079819
          C1-2_file_1_434_(2013_06_11-06_15_01)_BSWMUW29297 - Copy - Copy - Copy_C2_031           C2  0.092880
                C1-2_file_1_390_(2013_06_11-05_15_32)_BSWMUW29297 - Copy - Copy_GWS_042          GWS  0.162540
                        C1-2_file_1_660_(2013_06_11-17_06_37)_BSWMUW29297 - Copy_C3_036           C3  0.163492
         C1-2_file_1_390_(2013_06_11-05_15_32)_BSWMUW29297 - Copy - Copy - Copy_GWS_041          GWS  0.094014
                        C1-2_file_1_411_(2013_06_11-05_44_23)_BSWMUW29297 - Copy_C2_016           C2  0.066757
          C1-2_file_1_473_(2013_06_11-07_28_13)_BSWMUW29297 - Copy - Copy - Copy_C3_008           C3  0.705351
         C1-2_file_1_392_(2013_06_11-05_21_45)_BSWMUW29297 - Copy - Copy - Copy_GWS_075          GWS  0.077823
          C1-2_file_1_650_(2013_06_11-16_32_18)_BSWMUW29297 - Copy - Copy - Copy_C3_048           C3  0.158141
                 C1-2_file_1_411_(2013_06_11-05_44_23)_BSWMUW29297 - Copy - Copy_C2_026           C2  0.101587
                        C1-2_file_1_393_(2013_06_11-05_23_53)_BSWMUW29297 - Copy_C3_016           C3  0.156281
                 C1-2_file_1_601_(2013_06_11-12_48_44)_BSWMUW29297 - Copy - Copy_C3_002           C3  0.136372
               C1-2_file_1_268_(2013_06_10-19_18_28)_BSWMUW29297 - Copy - Copy_GWHS_005         GWHS  0.171882
        C1-2_file_1_396_(2013_06_11-05_26_21)_BSWMUW29297 - Copy - Copy - Copy_GWHS_007         GWHS  0.468707
                 C1-2_file_1_390_(2013_06_11-05_15_32)_BSWMUW29297 - Copy - Copy_C5_160           C5  0.425578
                 C1-2_file_1_493_(2013_06_11-08_15_50)_BSWMUW29297 - Copy - Copy_C3_018           C3  0.150023
          C1-2_file_1_434_(2013_06_11-06_15_01)_BSWMUW29297 - Copy - Copy - Copy_C3_070           C3  0.176689
        C1-2_file_1_390_(2013_06_11-05_15_32)_BSWMUW29297 - Copy - Copy - Copy_GWHS_059         GWHS  0.236689
                        C1-2_file_1_434_(2013_06_11-06_15_01)_BSWMUW29297 - Copy_C4_039           C4  0.534059
          C1-2_file_1_650_(2013_06_11-16_32_18)_BSWMUW29297 - Copy - Copy - Copy_C4_022           C4  0.345397
                        C1-2_file_1_434_(2013_06_11-06_15_01)_BSWMUW29297 - Copy_C3_045           C3  0.229070
                        C1-2_file_1_434_(2013_06_11-06_15_01)_BSWMUW29297 - Copy_C4_081           C4  0.136599
          C1-2_file_1_494_(2013_06_11-08_18_28)_BSWMUW29297 - Copy - Copy - Copy_C3_010           C3  0.076916
                        C1-2_file_1_405_(2013_06_11-05_37_16)_BSWMUW29297 - Copy_C3_004           C3  0.122358
          C1-2_file_1_622_(2013_06_11-15_13_51)_BSWMUW29297 - Copy - Copy - Copy_C3_034           C3  0.150884
          C1-2_file_1_601_(2013_06_11-12_48_44)_BSWMUW29297 - Copy - Copy - Copy_C4_015           C4  0.236372
               C1-2_file_1_722_(2013_06_11-19_35_04)_BSWMUW29297 - Copy - Copy_GWHS_014         GWHS  0.106803
                       C1-2_file_1_888_(2013_06_12-08_04_38)_BSWMUW29297 - Copy_GW3_006          GW3  0.499229
                        C1-2_file_1_434_(2013_06_11-06_15_01)_BSWMUW29297 - Copy_C3_019           C3  0.217778
C1-2_file_1_634_(2013_06_11-15_36_01)_BSWMUW29297 - Copy - Copy - Copy_unidentified_001 unidentified  0.269841
          C1-2_file_1_557_(2013_06_11-09_58_59)_BSWMUW29297 - Copy - Copy - Copy_C3_003           C3  0.074830
                        C1-2_file_1_488_(2013_06_11-08_01_46)_BSWMUW29297 - Copy_C2_026           C2  0.103628
          C1-2_file_1_393_(2013_06_11-05_23_53)_BSWMUW29297 - Copy - Copy - Copy_C3_003           C3  0.214059
                 C1-2_file_1_411_(2013_06_11-05_44_23)_BSWMUW29297 - Copy - Copy_C4_051           C4  0.229433
               C1-2_file_1_183_(2013_06_10-16_10_23)_BSWMUW29297 - Copy - Copy_HTC2_005         HTC2  0.937551
                        C1-2_file_1_601_(2013_06_11-12_48_44)_BSWMUW29297 - Copy_C3_002           C3  0.136372
          C1-2_file_1_411_(2013_06_11-05_44_23)_BSWMUW29297 - Copy - Copy - Copy_C4_066           C4  0.283900
                 C1-2_file_1_650_(2013_06_11-16_32_18)_BSWMUW29297 - Copy - Copy_C3_028           C3  0.210567
                       C1-2_file_1_488_(2013_06_11-08_01_46)_BSWMUW29297 - Copy_GWS_033          GWS  0.145170
                        C1-2_file_1_432_(2013_06_11-06_12_51)_BSWMUW29297 - Copy_C4_007           C4  0.326576
                C1-2_file_1_488_(2013_06_11-08_01_46)_BSWMUW29297 - Copy - Copy_GWS_020          GWS  0.185805
          C1-2_file_1_650_(2013_06_11-16_32_18)_BSWMUW29297 - Copy - Copy - Copy_C3_014           C3  0.190340
                        C1-2_file_1_434_(2013_06_11-06_15_01)_BSWMUW29297 - Copy_C3_023           C3  0.287302
                        C1-2_file_1_493_(2013_06_11-08_15_50)_BSWMUW29297 - Copy_C3_035           C3  0.065578
                 C1-2_file_1_493_(2013_06_11-08_15_50)_BSWMUW29297 - Copy - Copy_C3_029           C3  0.075193
          C1-2_file_1_434_(2013_06_11-06_15_01)_BSWMUW29297 - Copy - Copy - Copy_C3_041           C3  0.242086
                C1-2_file_1_650_(2013_06_11-16_32_18)_BSWMUW29297 - Copy - Copy_GWS_007          GWS  0.098050
          C1-2_file_1_493_(2013_06_11-08_15_50)_BSWMUW29297 - Copy - Copy - Copy_C2_041           C2  0.149615
                        C1-2_file_1_434_(2013_06_11-06_15_01)_BSWMUW29297 - Copy_C2_074           C2  0.095782
                        C1-2_file_1_411_(2013_06_11-05_44_23)_BSWMUW29297 - Copy_C2_031           C2  0.075918
                       C1-2_file_1_493_(2013_06_11-08_15_50)_BSWMUW29297 - Copy_ C3_027           C3  0.188662
          C1-2_file_1_599_(2013_06_11-12_47_31)_BSWMUW29297 - Copy - Copy - Copy_C3_001           C3  0.122494
                        C1-2_file_1_660_(2013_06_11-17_06_37)_BSWMUW29297 - Copy_C2_011           C2  0.499229
          C1-2_file_1_434_(2013_06_11-06_15_01)_BSWMUW29297 - Copy - Copy - Copy_C2_016           C2  0.159637
          C1-2_file_1_622_(2013_06_11-15_13_51)_BSWMUW29297 - Copy - Copy - Copy_C2_018           C2  0.081723
                        C1-2_file_1_650_(2013_06_11-16_32_18)_BSWMUW29297 - Copy_C4_021           C4  0.322222
                C1-2_file_1_578_(2013_06_11-11_04_56)_BSWMUW29297 - Copy - Copy_GW2_004          GW2  0.490567
                        C1-2_file_1_601_(2013_06_11-12_48_44)_BSWMUW29297 - Copy_C4_013           C4  0.253968
               C1-2_file_1_483_(2013_06_11-07_53_10)_BSWMUW29297 - Copy - Copy_GWHS_090         GWHS  0.223492
                        C1-2_file_1_434_(2013_06_11-06_15_01)_BSWMUW29297 - Copy_C3_035           C3  0.208163
                        C1-2_file_1_154_(2013_06_10-14_49_45)_BSWMUW29297 - Copy_C2_023           C2  0.071610
       C1-2_file_1_578_(2013_06_11-11_04_56)_BSWMUW29297 - Copy - Copy_unidentified_012 unidentified  0.669433
                 C1-2_file_1_411_(2013_06_11-05_44_23)_BSWMUW29297 - Copy - Copy_C2_017           C2  0.058050
          C1-2_file_1_390_(2013_06_11-05_15_32)_BSWMUW29297 - Copy - Copy - Copy_C5_140           C5  0.409977
          C1-2_file_1_411_(2013_06_11-05_44_23)_BSWMUW29297 - Copy - Copy - Copy_C3_020           C3  0.130612
                        C1-2_file_1_411_(2013_06_11-05_44_23)_BSWMUW29297 - Copy_C2_135           C2  0.113016
                        C1-2_file_1_493_(2013_06_11-08_15_50)_BSWMUW29297 - Copy_C3_023           C3  0.155147
          C1-2_file_1_434_(2013_06_11-06_15_01)_BSWMUW29297 - Copy - Copy - Copy_C2_057           C2  0.186485
          C1-2_file_1_578_(2013_06_11-11_04_56)_BSWMUW29297 - Copy - Copy - Copy_C3_003           C3  0.050204
         C1-2_file_1_390_(2013_06_11-05_15_32)_BSWMUW29297 - Copy - Copy - Copy_GWS_050          GWS  0.205351
                 C1-2_file_1_396_(2013_06_11-05_26_21)_BSWMUW29297 - Copy - Copy_C5_015           C5  0.310522
                        C1-2_file_1_578_(2013_06_11-11_04_56)_BSWMUW29297 - Copy_C5_002           C5  0.235329
                        C1-2_file_1_392_(2013_06_11-05_21_45)_BSWMUW29297 - Copy_C3_078           C3  0.120000
                      C1-2_file_1_396_(2013_06_11-05_26_21)_BSWMUW29297 - Copy_GWHS_007         GWHS  0.468707
                       C1-2_file_1_650_(2013_06_11-16_32_18)_BSWMUW29297 - Copy_GWS_004          GWS  0.179592
          C1-2_file_1_390_(2013_06_11-05_15_32)_BSWMUW29297 - Copy - Copy - Copy_C5_160           C5  0.425578
                 C1-2_file_1_434_(2013_06_11-06_15_01)_BSWMUW29297 - Copy - Copy_C3_019           C3  0.217778
         C1-2_file_1_473_(2013_06_11-07_28_13)_BSWMUW29297 - Copy - Copy - Copy_GWS_009          GWS  0.206077
          C1-2_file_1_411_(2013_06_11-05_44_23)_BSWMUW29297 - Copy - Copy - Copy_C2_016           C2  0.066757
        C1-2_file_1_154_(2013_06_10-14_49_45)_BSWMUW29297 - Copy - Copy - Copy_HTC2_058         HTC2  0.914331
                 C1-2_file_1_411_(2013_06_11-05_44_23)_BSWMUW29297 - Copy - Copy_C3_021           C3  0.318005
         C1-2_file_1_390_(2013_06_11-05_15_32)_BSWMUW29297 - Copy - Copy - Copy_GW3_134          GW3  0.716871
          C1-2_file_1_493_(2013_06_11-08_15_50)_BSWMUW29297 - Copy - Copy - Copy_C3_036           C3  0.073696
                 C1-2_file_1_578_(2013_06_11-11_04_56)_BSWMUW29297 - Copy - Copy_C5_002           C5  0.235329
                      C1-2_file_1_183_(2013_06_10-16_10_23)_BSWMUW29297 - Copy_HTC2_005         HTC2  0.937551
          C1-2_file_1_493_(2013_06_11-08_15_50)_BSWMUW29297 - Copy - Copy - Copy_C4_031           C4  0.186803
                 C1-2_file_1_434_(2013_06_11-06_15_01)_BSWMUW29297 - Copy - Copy_C3_023           C3  0.287302
          C1-2_file_1_650_(2013_06_11-16_32_18)_BSWMUW29297 - Copy - Copy - Copy_C3_034           C3  0.162494
                        C1-2_file_1_579_(2013_06_11-11_06_29)_BSWMUW29297 - Copy_C3_041           C3  0.183583
          C1-2_file_1_601_(2013_06_11-12_48_44)_BSWMUW29297 - Copy - Copy - Copy_C5_023           C5  0.324263
                      C1-2_file_1_722_(2013_06_11-19_35_04)_BSWMUW29297 - Copy_GWHS_014         GWHS  0.106803
          C1-2_file_1_405_(2013_06_11-05_37_16)_BSWMUW29297 - Copy - Copy - Copy_C3_002           C3  0.152426
                 C1-2_file_1_434_(2013_06_11-06_15_01)_BSWMUW29297 - Copy - Copy_C2_074           C2  0.095782
                        C1-2_file_1_392_(2013_06_11-05_21_45)_BSWMUW29297 - Copy_C3_042           C3  0.079320
                        C1-2_file_1_601_(2013_06_11-12_48_44)_BSWMUW29297 - Copy_C6_016           C6  0.514376
         C1-2_file_1_488_(2013_06_11-08_01_46)_BSWMUW29297 - Copy - Copy - Copy_GWS_019          GWS  0.165442
          C1-2_file_1_660_(2013_06_11-17_06_37)_BSWMUW29297 - Copy - Copy - Copy_C3_092           C3  0.114286
          C1-2_file_1_411_(2013_06_11-05_44_23)_BSWMUW29297 - Copy - Copy - Copy_C5_050           C5  0.355828
                        C1-2_file_1_396_(2013_06_11-05_26_21)_BSWMUW29297 - Copy_C4_038           C4  0.157959
          C1-2_file_1_405_(2013_06_11-05_37_16)_BSWMUW29297 - Copy - Copy - Copy_C3_014           C3  0.112698
                 C1-2_file_1_488_(2013_06_11-08_01_46)_BSWMUW29297 - Copy - Copy_C2_026           C2  0.103628
          C1-2_file_1_396_(2013_06_11-05_26_21)_BSWMUW29297 - Copy - Copy - Copy_C4_038           C4  0.157959
                        C1-2_file_1_722_(2013_06_11-19_35_04)_BSWMUW29297 - Copy_C4_011           C4  0.252562
                 C1-2_file_1_411_(2013_06_11-05_44_23)_BSWMUW29297 - Copy - Copy_C4_030           C4  0.252381
                 C1-2_file_1_434_(2013_06_11-06_15_01)_BSWMUW29297 - Copy - Copy_C3_035           C3  0.208163
                 C1-2_file_1_392_(2013_06_11-05_21_45)_BSWMUW29297 - Copy - Copy_C3_042           C3  0.079320
                        C1-2_file_1_722_(2013_06_11-19_35_04)_BSWMUW29297 - Copy_C4_010           C4  0.232200
                 C1-2_file_1_601_(2013_06_11-12_48_44)_BSWMUW29297 - Copy - Copy_C4_015           C4  0.236372
                        C1-2_file_1_434_(2013_06_11-06_15_01)_BSWMUW29297 - Copy_C3_038           C3  0.182812
                 C1-2_file_1_493_(2013_06_11-08_15_50)_BSWMUW29297 - Copy - Copy_C3_032           C3  0.067710
                 C1-2_file_1_650_(2013_06_11-16_32_18)_BSWMUW29297 - Copy - Copy_C3_048           C3  0.158141
                        C1-2_file_1_434_(2013_06_11-06_15_01)_BSWMUW29297 - Copy_C2_080           C2  0.232925
          C1-2_file_1_411_(2013_06_11-05_44_23)_BSWMUW29297 - Copy - Copy - Copy_C4_051           C4  0.229433
          C1-2_file_1_390_(2013_06_11-05_15_32)_BSWMUW29297 - Copy - Copy - Copy_C3_131           C3  0.211927
                        C1-2_file_1_475_(2013_06_11-07_41_04)_BSWMUW29297 - Copy_C2_004           C2  0.087029
          C1-2_file_1_650_(2013_06_11-16_32_18)_BSWMUW29297 - Copy - Copy - Copy_C4_008           C4  0.182041
                      C1-2_file_1_722_(2013_06_11-19_35_04)_BSWMUW29297 - Copy_GWHS_003         GWHS  0.415329
                 C1-2_file_1_411_(2013_06_11-05_44_23)_BSWMUW29297 - Copy - Copy_C4_066           C4  0.283900
        C1-2_file_1_183_(2013_06_10-16_10_23)_BSWMUW29297 - Copy - Copy - Copy_HTC2_005         HTC2  0.937551
                        C1-2_file_1_434_(2013_06_11-06_15_01)_BSWMUW29297 - Copy_C5_044           C5  0.532245
                        C1-2_file_1_410_(2013_06_11-05_41_36)_BSWMUW29297 - Copy_C2_022           C2  0.081315
                 C1-2_file_1_396_(2013_06_11-05_26_21)_BSWMUW29297 - Copy - Copy_C4_038           C4  0.157959
                        C1-2_file_1_145_(2013_06_10-13_53_53)_BSWMUW29297 - Copy_C3_002           C3  0.080272
                 C1-2_file_1_650_(2013_06_11-16_32_18)_BSWMUW29297 - Copy - Copy_C4_022           C4  0.345397
                 C1-2_file_1_434_(2013_06_11-06_15_01)_BSWMUW29297 - Copy - Copy_C3_075           C3  0.180091
                        C1-2_file_1_434_(2013_06_11-06_15_01)_BSWMUW29297 - Copy_C3_079           C3  0.202268
                        C1-2_file_1_622_(2013_06_11-15_13_51)_BSWMUW29297 - Copy_C3_034           C3  0.150884
          C1-2_file_1_175_(2013_06_10-15_24_19)_BSWMUW29297 - Copy - Copy - Copy_C3_030           C3  0.161995
                        C1-2_file_1_650_(2013_06_11-16_32_18)_BSWMUW29297 - Copy_C3_011           C3  0.092880
                 C1-2_file_1_599_(2013_06_11-12_47_31)_BSWMUW29297 - Copy - Copy_C3_001           C3  0.122494
                      C1-2_file_1_268_(2013_06_10-19_18_28)_BSWMUW29297 - Copy_GWHS_005         GWHS  0.171882
                C1-2_file_1_396_(2013_06_11-05_26_21)_BSWMUW29297 - Copy - Copy_GWS_039          GWS  0.403719
                 C1-2_file_1_175_(2013_06_10-15_24_19)_BSWMUW29297 - Copy - Copy_C3_030           C3  0.161995
                     C1-2_file_1_1127_(2013_06_12-17_24_08)_BSWMUW29297 - Copy_HTC2_047         HTC2  0.896871
                 C1-2_file_1_493_(2013_06_11-08_15_50)_BSWMUW29297 - Copy - Copy_C2_024           C2  0.071020
                        C1-2_file_1_493_(2013_06_11-08_15_50)_BSWMUW29297 - Copy_C3_038           C3  0.073968
          C1-2_file_1_579_(2013_06_11-11_06_29)_BSWMUW29297 - Copy - Copy - Copy_C3_041           C3  0.183583
                        C1-2_file_1_434_(2013_06_11-06_15_01)_BSWMUW29297 - Copy_C2_055           C2  0.086803
          C1-2_file_1_434_(2013_06_11-06_15_01)_BSWMUW29297 - Copy - Copy - Copy_C3_037           C3  0.182812
                        C1-2_file_1_622_(2013_06_11-15_13_51)_BSWMUW29297 - Copy_C2_018           C2  0.081723
                        C1-2_file_1_405_(2013_06_11-05_37_16)_BSWMUW29297 - Copy_C3_014           C3  0.112698
          C1-2_file_1_660_(2013_06_11-17_06_37)_BSWMUW29297 - Copy - Copy - Copy_C2_011           C2  0.499229
                       C1-2_file_1_434_(2013_06_11-06_15_01)_BSWMUW29297 - Copy_GW2_104          GW2  0.689433
         C1-2_file_1_449_(2013_06_11-06_45_31)_BSWMUW29297 - Copy - Copy - Copy_GWS_023          GWS  0.124762
                 C1-2_file_1_392_(2013_06_11-05_21_45)_BSWMUW29297 - Copy - Copy_C3_078           C3  0.120000
                        C1-2_file_1_390_(2013_06_11-05_15_32)_BSWMUW29297 - Copy_C3_045           C3  0.145578
          C1-2_file_1_411_(2013_06_11-05_44_23)_BSWMUW29297 - Copy - Copy - Copy_C2_017           C2  0.058050
               C1-2_file_1_390_(2013_06_11-05_15_32)_BSWMUW29297 - Copy - Copy_GWHS_059         GWHS  0.236689
                 C1-2_file_1_411_(2013_06_11-05_44_23)_BSWMUW29297 - Copy - Copy_C3_020           C3  0.130612
                        C1-2_file_1_434_(2013_06_11-06_15_01)_BSWMUW29297 - Copy_C4_029           C4  0.264308
                       C1-2_file_1_474_(2013_06_11-07_33_32)_BSWMUW29297 - Copy_GW3_035          GW3  0.394739
          C1-2_file_1_396_(2013_06_11-05_26_21)_BSWMUW29297 - Copy - Copy - Copy_C5_015           C5  0.310522
                 C1-2_file_1_475_(2013_06_11-07_41_04)_BSWMUW29297 - Copy - Copy_C7_002           C7  0.937506
          C1-2_file_1_650_(2013_06_11-16_32_18)_BSWMUW29297 - Copy - Copy - Copy_C4_024           C4  0.301859
                        C1-2_file_1_396_(2013_06_11-05_26_21)_BSWMUW29297 - Copy_C5_015           C5  0.310522
          C1-2_file_1_434_(2013_06_11-06_15_01)_BSWMUW29297 - Copy - Copy - Copy_C3_021           C3  0.281361
                 C1-2_file_1_650_(2013_06_11-16_32_18)_BSWMUW29297 - Copy - Copy_C2_033           C2  0.067891
                        C1-2_file_1_228_(2013_06_10-17_31_36)_BSWMUW29297 - Copy_C3_002           C3  0.116145
                 C1-2_file_1_434_(2013_06_11-06_15_01)_BSWMUW29297 - Copy - Copy_C4_064           C4  0.368617
                        C1-2_file_1_405_(2013_06_11-05_37_16)_BSWMUW29297 - Copy_C3_002           C3  0.152426
                        C1-2_file_1_557_(2013_06_11-09_58_59)_BSWMUW29297 - Copy_C3_003           C3  0.074830
                 C1-2_file_1_411_(2013_06_11-05_44_23)_BSWMUW29297 - Copy - Copy_C2_016           C2  0.066757
          C1-2_file_1_411_(2013_06_11-05_44_23)_BSWMUW29297 - Copy - Copy - Copy_C3_021           C3  0.318005
                C1-2_file_1_390_(2013_06_11-05_15_32)_BSWMUW29297 - Copy - Copy_GWS_025          GWS  0.249297
                        C1-2_file_1_411_(2013_06_11-05_44_23)_BSWMUW29297 - Copy_C2_134           C2  0.079819
                        C1-2_file_1_493_(2013_06_11-08_15_50)_BSWMUW29297 - Copy_C3_022           C3  0.175102
                 C1-2_file_1_465_(2013_06_11-07_21_17)_BSWMUW29297 - Copy - Copy_C3_007           C3  0.134875
                 C1-2_file_1_434_(2013_06_11-06_15_01)_BSWMUW29297 - Copy - Copy_C3_038           C3  0.182812
                        C1-2_file_1_411_(2013_06_11-05_44_23)_BSWMUW29297 - Copy_C2_026           C2  0.101587
                 C1-2_file_1_434_(2013_06_11-06_15_01)_BSWMUW29297 - Copy - Copy_C5_044           C5  0.532245
                 C1-2_file_1_434_(2013_06_11-06_15_01)_BSWMUW29297 - Copy - Copy_C2_080           C2  0.232925
                 C1-2_file_1_410_(2013_06_11-05_41_36)_BSWMUW29297 - Copy - Copy_C2_022           C2  0.081315
                        C1-2_file_1_650_(2013_06_11-16_32_18)_BSWMUW29297 - Copy_C4_020           C4  0.314512
         C1-2_file_1_390_(2013_06_11-05_15_32)_BSWMUW29297 - Copy - Copy - Copy_GW3_142          GW3  0.564082
                C1-2_file_1_390_(2013_06_11-05_15_32)_BSWMUW29297 - Copy - Copy_GW2_141          GW2  0.753878
                 C1-2_file_1_393_(2013_06_11-05_23_53)_BSWMUW29297 - Copy - Copy_C3_016           C3  0.156281
          C1-2_file_1_434_(2013_06_11-06_15_01)_BSWMUW29297 - Copy - Copy - Copy_C3_017           C3  0.174150
                C1-2_file_1_393_(2013_06_11-05_23_53)_BSWMUW29297 - Copy - Copy_GWS_022          GWS  0.114830
                        C1-2_file_1_434_(2013_06_11-06_15_01)_BSWMUW29297 - Copy_C3_075           C3  0.180091
          C1-2_file_1_493_(2013_06_11-08_15_50)_BSWMUW29297 - Copy - Copy - Copy_C2_040           C2  0.069887
                 C1-2_file_1_434_(2013_06_11-06_15_01)_BSWMUW29297 - Copy - Copy_C3_079           C3  0.202268
                       C1-2_file_1_396_(2013_06_11-05_26_21)_BSWMUW29297 - Copy_GWS_020          GWS  0.278231
                      C1-2_file_1_411_(2013_06_11-05_44_23)_BSWMUW29297 - Copy_GWHS_004         GWHS  0.301859
          C1-2_file_1_434_(2013_06_11-06_15_01)_BSWMUW29297 - Copy - Copy - Copy_C3_040           C3  0.240680
                C1-2_file_1_493_(2013_06_11-08_15_50)_BSWMUW29297 - Copy - Copy_ C3_027           C3  0.188662
          C1-2_file_1_650_(2013_06_11-16_32_18)_BSWMUW29297 - Copy - Copy - Copy_C2_015           C2  0.092880
                 C1-2_file_1_390_(2013_06_11-05_15_32)_BSWMUW29297 - Copy - Copy_C3_045           C3  0.145578
                 C1-2_file_1_434_(2013_06_11-06_15_01)_BSWMUW29297 - Copy - Copy_C2_055           C2  0.086803
                 C1-2_file_1_411_(2013_06_11-05_44_23)_BSWMUW29297 - Copy - Copy_C5_050           C5  0.355828
                     C1-2_file_1_1124_(2013_06_12-17_21_06)_BSWMUW29297 - Copy_HTC2_016         HTC2  0.957823
                       C1-2_file_1_390_(2013_06_11-05_15_32)_BSWMUW29297 - Copy_GW2_141          GW2  0.753878
                        C1-2_file_1_601_(2013_06_11-12_48_44)_BSWMUW29297 - Copy_C2_003           C2  0.106032
                 C1-2_file_1_473_(2013_06_11-07_28_13)_BSWMUW29297 - Copy - Copy_C3_008           C3  0.705351
                        C1-2_file_1_493_(2013_06_11-08_15_50)_BSWMUW29297 - Copy_C3_018           C3  0.150023
                 C1-2_file_1_434_(2013_06_11-06_15_01)_BSWMUW29297 - Copy - Copy_C4_029           C4  0.264308
                 C1-2_file_1_601_(2013_06_11-12_48_44)_BSWMUW29297 - Copy - Copy_C5_023           C5  0.324263
                        C1-2_file_1_411_(2013_06_11-05_44_23)_BSWMUW29297 - Copy_C5_060           C5  0.190794
          C1-2_file_1_488_(2013_06_11-08_01_46)_BSWMUW29297 - Copy - Copy - Copy_C2_024           C2  0.130522
               C1-2_file_1_722_(2013_06_11-19_35_04)_BSWMUW29297 - Copy - Copy_GWHS_003         GWHS  0.415329
          C1-2_file_1_411_(2013_06_11-05_44_23)_BSWMUW29297 - Copy - Copy - Copy_C4_030           C4  0.252381
        C1-2_file_1_411_(2013_06_11-05_44_23)_BSWMUW29297 - Copy - Copy - Copy_GWHS_004         GWHS  0.301859
         C1-2_file_1_578_(2013_06_11-11_04_56)_BSWMUW29297 - Copy - Copy - Copy_GW2_004          GW2  0.490567
                        C1-2_file_1_660_(2013_06_11-17_06_37)_BSWMUW29297 - Copy_C3_092           C3  0.114286
          C1-2_file_1_475_(2013_06_11-07_41_04)_BSWMUW29297 - Copy - Copy - Copy_C7_002           C7  0.937506
          C1-2_file_1_390_(2013_06_11-05_15_32)_BSWMUW29297 - Copy - Copy - Copy_C2_146           C2  0.115374
                       C1-2_file_1_390_(2013_06_11-05_15_32)_BSWMUW29297 - Copy_GWS_025          GWS  0.249297
                C1-2_file_1_434_(2013_06_11-06_15_01)_BSWMUW29297 - Copy - Copy_GW2_104          GW2  0.689433
                        C1-2_file_1_494_(2013_06_11-08_18_28)_BSWMUW29297 - Copy_C3_010           C3  0.076916
                        C1-2_file_1_434_(2013_06_11-06_15_01)_BSWMUW29297 - Copy_C4_064           C4  0.368617
                C1-2_file_1_601_(2013_06_11-12_48_44)_BSWMUW29297 - Copy - Copy_GWS_018          GWS  0.238005
          C1-2_file_1_145_(2013_06_10-13_53_53)_BSWMUW29297 - Copy - Copy - Copy_C3_004           C3  0.235102
